,imdb_id,domestic_distributor,domestic_opening,budget,releases,performance_domestic,performance_international,performance_worldwide,metric_roi,percentage_domestic,percentage_international
3657,tt0107665,Columbia Pictures,5202478.0,,1.0,15185672.0,,15185672.0,,1.0,
3662,tt0337631,First Look International,20856.0,,1.0,142872.0,8997.0,151869.0,,0.9407581534085298,0.0592418465914702
3663,tt0890870,Lions Gate Films,31756764.0,,1.0,63300095.0,76052538.0,139352633.0,,0.4542439826020367,0.5457560173979633
3665,tt0109951,TriStar Pictures,7065213.0,,1.0,27058304.0,,27058304.0,,1.0,
3666,tt0104299,Warner Bros.,6736243.0,,1.0,17129026.0,,17129026.0,,1.0,
3667,tt0118541,Orion Pictures,2024516.0,,1.0,3602884.0,,3602884.0,,1.0,
3669,tt0362204,,,,1.0,,503954.0,503954.0,,,1.0
3673,tt0273689,Strand Releasing,2582.0,,3.0,6140.0,472856.0,478996.0,,0.0128184786511787,0.9871815213488212
3674,tt0342804,Strand Releasing,18763.0,,1.0,40573.0,,40573.0,,1.0,
3675,tt0357110,IFC Films,59459.0,,1.0,712275.0,203776.0,916051.0,,0.7775495032481816,0.2224504967518184
3676,tt0491152,Warner Bros.,13945368.0,35000000.0,1.0,39046489.0,26053880.0,65100369.0,0.8600105428571428,0.5997890580312993,0.4002109419687006
3678,tt0158371,Sony Pictures Classics,94686.0,,1.0,4197015.0,328779.0,4525794.0,,0.9273544045531016,0.0726455954468983
3680,tt0114436,Metro-Goldwyn-Mayer (MGM),8112627.0,45000000.0,2.0,20350754.0,7870.0,20358624.0,-0.5475861333333333,0.9996134316346724,0.0003865683653276
3681,tt0084117,Jensen Farley Picture,2408000.0,,1.0,8693512.0,,8693512.0,,1.0,
3683,tt0107290,Universal Pictures,47026828.0,63000000.0,7.0,407185075.0,707244811.0,1114429886.0,16.68936326984127,0.365375229177944,0.634624770822056
3684,tt0488658,Warner Bros.,5815474.0,25000000.0,1.0,16655224.0,5294010.0,21949234.0,-0.12203064,0.7588066171238596,0.2411933828761404
3685,tt0115531,Unapix Entertainmen,1183.0,,1.0,1910.0,,1910.0,,1.0,
3686,tt0496350,Alliance Atlantis Vivafilm,336.0,,2.0,336.0,2429237.0,2429573.0,,0.0001382959063176,0.9998617040936824
3689,tt0473075,Walt Disney Studios Motion Pictures,30095259.0,200000000.0,1.0,90759676.0,245606000.0,336365676.0,0.68182838,0.2698244276267951,0.730175572373205
3690,tt0105128,Paramount Pictures,4825100.0,,1.0,17092453.0,,17092453.0,,1.0,
3691,tt0082816,AVCO Embassy Pictures,,,1.0,14923752.0,,14923752.0,,1.0,
3692,tt0082418,Paramount Pictures,6429784.0,,1.0,21722776.0,,21722776.0,,1.0,
3693,tt0213890,Yash Raj Films,570000.0,,1.0,1070000.0,3209351.0,4279351.0,,0.2500379146277087,0.7499620853722913
3695,tt1430615,Universal Pictures,7760205.0,40000000.0,2.0,20157300.0,4582761.0,24740061.0,-0.381498475,0.8147635529273756,0.1852364470726244
3696,tt1620719,Eros Worldwide,628137.0,,1.0,1288549.0,1654005.0,2942554.0,,0.4379015644232867,0.5620984355767132
3701,tt0097257,Vestron Pictures,892742.0,,1.0,3916303.0,,3916303.0,,1.0,
3702,tt0902967,,,,4.0,,1783519.0,1783519.0,,,1.0
3705,tt0351283,DreamWorks Distribution,47224594.0,,1.0,193595521.0,348468325.0,542063846.0,,0.3571452374634112,0.6428547625365887
3707,tt1424381,Twentieth Century Fox,24760882.0,40000000.0,1.0,52000688.0,75232420.0,127233108.0,2.1808277,0.4087040615246151,0.5912959384753849
3708,tt0103060,New Line Cinema,20030473.0,25000000.0,1.0,78656813.0,,78656813.0,2.14627252,1.0,
3709,tt0094597,New Line Cinema,794049.0,,1.0,2955917.0,,2955917.0,,1.0,
3710,tt0302436,,,,2.0,,567471.0,567471.0,,,1.0
3713,tt1212450,The Weinstein Company,10001982.0,,2.0,37400127.0,18004080.0,55404207.0,,0.6750412834173405,0.3249587165826595
3716,tt0075222,Twentieth Century Fox,,,1.0,36145695.0,,36145695.0,,1.0,
3717,tt0104201,IRS Media,6310.0,,1.0,279627.0,,279627.0,,1.0,
3721,tt1483820,,,,1.0,,1550769.0,1550769.0,,,1.0
3724,tt0082402,Twentieth Century Fox,,,1.0,29200000.0,,29200000.0,,1.0,
3726,tt0316732,Lions Gate Films,,25000000.0,3.0,36879320.0,34375683.0,71255003.0,1.85020012,0.5175681488638769,0.482431851136123
3729,tt0090357,Paramount Pictures,2538234.0,,1.0,19739575.0,,19739575.0,,1.0,
3731,tt0092675,Cannon Film Distributors,515721.0,,1.0,11806119.0,,11806119.0,,1.0,
3736,tt0066448,Warner Bros.,,,2.0,,15160.0,15160.0,,,1.0
3739,tt0804461,Twentieth Century Fox,4231321.0,,1.0,9534258.0,7440201.0,16974459.0,,0.5616825844051937,0.4383174155948063
3740,tt0892391,,,,2.0,,4075614.0,4075614.0,,,1.0
3741,tt0238380,Dimension Films,541512.0,,2.0,1203794.0,4164423.0,5368217.0,,0.2242446607504875,0.7757553392495125
3745,tt0103919,TriStar Pictures,5404320.0,,2.0,25792310.0,3587.0,25795897.0,,0.99986094687849,0.0001390531215099
3747,tt0472205,,,,1.0,,15006.0,15006.0,,,1.0
3748,tt0110322,Sony Pictures Entertainment (SPE),101670.0,,2.0,66638883.0,94000000.0,160638883.0,,0.4148365685535799,0.5851634314464201
3752,tt0091225,Universal Pictures,5070136.0,37000000.0,2.0,16295774.0,21667000.0,37962774.0,0.0260209189189189,0.4292566712854018,0.5707433287145981
3754,tt0097940,,,,1.0,1541218.0,33749.0,1574967.0,,0.9785716145163676,0.0214283854836323
3756,tt0064757,United Artists,,,4.0,22774493.0,13392.0,22787885.0,,0.9994123193091417,0.0005876806908583
3757,tt0076141,Twentieth Century Fox,,,1.0,31063038.0,,31063038.0,,1.0,
3760,tt0948470,Sony Pictures Entertainment (SPE),62004688.0,230000000.0,1.0,262030663.0,495900000.0,757930663.0,2.2953507086956524,0.3457185146235467,0.6542814853764533
3761,tt0118925,Sony Pictures Entertainment (SPE),87983.0,,1.0,676631.0,,676631.0,,1.0,
3762,tt0269095,Warner Bros.,8935426.0,40000000.0,2.0,22449000.0,7227703.0,29676703.0,-0.258082425,0.7564519549223511,0.2435480450776489
3763,tt0363282,Warner Bros.,5962106.0,30000000.0,1.0,14071441.0,7218385.0,21289826.0,-0.2903391333333333,0.6609467357788645,0.3390532642211354
3765,tt0457452,Strand Releasing,4213.0,5000.0,1.0,18389.0,,18389.0,2.6778,1.0,
3768,tt1669582,,,,1.0,,1060319.0,1060319.0,,,1.0
3769,tt0120112,Miramax,3020015.0,,1.0,7281450.0,,7281450.0,,1.0,
3774,tt0096769,Metro-Goldwyn-Mayer (MGM),59260.0,,1.0,76325.0,,76325.0,,1.0,
3781,tt0082958,Universal Pictures,1214767.0,,1.0,3702028.0,,3702028.0,,1.0,
3784,tt1326954,Mitropoulos Films,8263.0,,1.0,38244.0,75548.0,113792.0,,0.3360868953880765,0.6639131046119235
3785,tt0088960,Universal Pictures,2019728.0,,1.0,5349607.0,,5349607.0,,1.0,
3788,tt0367153,,,,3.0,,187910.0,187910.0,,,1.0
3790,tt0303714,Metro-Goldwyn-Mayer (MGM),20627433.0,12000000.0,1.0,75782105.0,1281819.0,77063924.0,5.421993666666666,0.983366808573101,0.016633191426899
3792,tt0372588,Paramount Pictures,12120358.0,32000000.0,2.0,32786074.0,18040824.0,50826898.0,0.5883405625,0.64505360921298,0.3549463907870199
3793,tt0086886,Warner Bros.,1580990.0,,1.0,5021751.0,,5021751.0,,1.0,
3794,tt0120483,Warner Bros.,4604819.0,20000000.0,1.0,13717039.0,,13717039.0,-0.31414805,1.0,
3796,tt0420332,Yash Raj Films,843010.0,7000000.0,1.0,2938532.0,3948689.0,6887221.0,-0.0161112857142857,0.4266643977302311,0.5733356022697689
3797,tt1122775,Indican Pictures,14370.0,,1.0,71007.0,,71007.0,,1.0,
3798,tt0371246,Sony Pictures Entertainment (SPE),8817853.0,80000000.0,1.0,42726869.0,12743285.0,55470154.0,-0.306623075,0.7702677191053048,0.2297322808946952
3802,tt0289765,Universal Pictures,36540945.0,78000000.0,1.0,93149898.0,116046400.0,209196298.0,1.6820038205128205,0.4452750784337493,0.5547249215662506
3804,tt0419434,Sony Pictures Classics,18102.0,,1.0,279665.0,96392.0,376057.0,,0.7436771553248577,0.2563228446751423
3806,tt0119557,Orion Pictures,17787.0,,1.0,40158.0,,40158.0,,1.0,
3807,tt0074486,,,,3.0,,23557.0,23557.0,,,1.0
3809,tt0392950,,,,1.0,,199636.0,199636.0,,,1.0
3812,tt0120479,Metro-Goldwyn-Mayer (MGM),3277084.0,,2.0,6524620.0,12416.0,6537036.0,,0.9981006682539304,0.0018993317460696
3815,tt0096976,The Samuel Goldwyn Company,679200.0,,1.0,1877618.0,,1877618.0,,1.0,
3817,tt0094933,Walt Disney Studios Motion Pictures,3751432.0,,1.0,12706478.0,,12706478.0,,1.0,
3818,tt1564585,Universal Pictures,11692415.0,10000000.0,1.0,21393620.0,45591267.0,66984887.0,5.6984887,0.3193798027904413,0.6806201972095586
3819,tt0252299,Miramax,30977.0,15000000.0,2.0,354421.0,1946263.0,2300684.0,-0.8466210666666667,0.1540502737446776,0.8459497262553223
3824,tt0322259,Universal Pictures,50472480.0,76000000.0,2.0,127154901.0,109195760.0,236350661.0,2.1098771184210525,0.5379925762086191,0.4620074237913809
3828,tt0308772,Indican Pictures,5154.0,,1.0,102471.0,,102471.0,,1.0,
3829,tt1807950,,,,3.0,,13585314.0,13585314.0,,,1.0
3830,tt1411664,Sony Pictures Entertainment (SPE),1415023.0,10000000.0,1.0,2529395.0,999.0,2530394.0,-0.7469606,0.9996051998226364,0.0003948001773636
3831,tt1151309,Magnolia Pictures,31576.0,,1.0,308575.0,,308575.0,,1.0,
3832,tt0088414,Orion Pictures,3159811.0,,1.0,25308147.0,41241.0,25349388.0,,0.9983730968179588,0.0016269031820413
3834,tt0245844,Walt Disney Studios Motion Pictures,11376150.0,35000000.0,1.0,54234062.0,21160986.0,75395048.0,1.1541442285714285,0.719331885033086,0.280668114966914
3844,tt0314498,Paramount Pictures,4873819.0,,1.0,10391003.0,507334.0,10898337.0,,0.9534484940225284,0.0465515059774716
3847,tt0161109,Artistic License,,,1.0,9186.0,,9186.0,,1.0,
3849,tt1618430,Fox Searchligh,327523.0,,1.0,564489.0,944423.0,1508912.0,,0.3741033274306255,0.6258966725693745
3850,tt0172669,,,,1.0,,207496.0,207496.0,,,1.0
3852,tt0109642,Sony Pictures Entertainment (SPE),5721920.0,,1.0,24361867.0,,24361867.0,,1.0,
3853,tt1525835,,,,6.0,,40568961.0,40568961.0,,,1.0
3854,tt0071269,Columbia Pictures,,,,,,,,,
3857,tt1301308,,,,1.0,,96217.0,96217.0,,,1.0
3861,tt1381404,Sony Pictures Classics,131718.0,,1.0,5133027.0,14881653.0,20014680.0,,0.2564631060801371,0.7435368939198628
3862,tt0831299,,,,2.0,,26763.0,26763.0,,,1.0
3863,tt0109303,Metro-Goldwyn-Mayer (MGM),10424873.0,,1.0,30156002.0,,30156002.0,,1.0,
3864,tt0488539,THINKFilm,,,1.0,,6832.0,6832.0,,,1.0
3865,tt0113211,Fine Line Features,117161.0,,1.0,559771.0,,559771.0,,1.0,
3866,tt0160429,Warner Bros.,4007565.0,25000000.0,1.0,11993021.0,,11993021.0,-0.52027916,1.0,
3867,tt0087359,Warner Bros.,2194293.0,,1.0,4743119.0,,4743119.0,,1.0,
3874,tt0101635,Warner Bros.,4974958.0,,1.0,33691313.0,,33691313.0,,1.0,
3875,tt0092205,Metro-Goldwyn-Mayer (MGM),,,1.0,676166.0,,676166.0,,1.0,
3876,tt0093075,New Century,4258063.0,,1.0,13539458.0,,13539458.0,,1.0,
3878,tt2292817,,,,1.0,,305718.0,305718.0,,,1.0
3879,tt1596343,Universal Pictures,86198765.0,125000000.0,2.0,209837675.0,416300000.0,626137675.0,4.0091014,0.3351302491101497,0.6648697508898502
3881,tt1456635,Magnolia Pictures,1232860.0,,1.0,4168528.0,2816630.0,6985158.0,,0.5967693214670305,0.4032306785329694
3883,tt0101587,Columbia Pictures,13032121.0,27000000.0,1.0,124033791.0,55000000.0,179033791.0,5.630881148148148,0.6927954231835486,0.3072045768164513
3884,tt0120184,Warner Bros.,14433957.0,80000000.0,1.0,37020277.0,,37020277.0,-0.5372465375,1.0,
3887,tt0179116,Lions Gate Films,60410.0,,1.0,2205627.0,389589.0,2595216.0,,0.849881859544639,0.1501181404553609
3894,tt0472071,Third Rail Releasing,3561.0,,2.0,5665.0,8390580.0,8396245.0,,0.0006747063717173,0.9993252936282826
3895,tt0087727,Cannon Film Distributors,6101460.0,,1.0,22812411.0,,22812411.0,,1.0,
3897,tt0250310,Walt Disney Studios Motion Pictures,9023173.0,,1.0,23980304.0,1292448.0,25272752.0,,0.9488600212592596,0.0511399787407402
3898,tt0482571,Walt Disney Studios Motion Pictures,14801808.0,40000000.0,1.0,53089891.0,56586420.0,109676311.0,1.741907775,0.4840597802382321,0.5159402197617678
3899,tt0452624,Warner Bros.,76817.0,,1.0,1308696.0,4606212.0,5914908.0,,0.22125382169934,0.77874617830066
3900,tt0110678,Savoy Picture,4588736.0,,1.0,15339030.0,,15339030.0,,1.0,
3901,tt0120859,,2026.0,,1.0,2735.0,,2735.0,,1.0,
3909,tt0126604,Fine Line Features,541646.0,,1.0,2281761.0,,2281761.0,,1.0,
3912,tt0260320,,,,2.0,,397969.0,397969.0,,,1.0
3915,tt0814075,Lions Gate Films,15656.0,,1.0,201275.0,125930.0,327205.0,,0.615134243058633,0.384865756941367
3918,tt0120838,Sony Pictures Entertainment (SPE),123104.0,,1.0,123104.0,,123104.0,,1.0,
3919,tt0401729,Walt Disney Studios Motion Pictures,30180188.0,250000000.0,1.0,73078100.0,211061000.0,284139100.0,0.1365564,0.2571912841280908,0.7428087158719092
3922,tt0124179,Fox Searchligh,649423.0,,1.0,2057193.0,,2057193.0,,1.0,
3923,tt0102048,Triumph Releasing Corporation,43650.0,,1.0,2971661.0,,2971661.0,,1.0,
3924,tt0844319,,,,1.0,,3646201.0,3646201.0,,,1.0
3926,tt1422020,,,,1.0,,465725.0,465725.0,,,1.0
3927,tt1594562,Magnolia Pictures,29557.0,,2.0,78396.0,1100435.0,1178831.0,,0.0665031713621375,0.9334968286378624
3928,tt0094737,Twentieth Century Fox,8216190.0,,3.0,115227281.0,36700000.0,151927281.0,,0.7584370643742384,0.2415629356257616
3931,tt0173840,Sony Pictures Entertainment (SPE),11408853.0,137000000.0,1.0,32131830.0,53000000.0,85131830.0,-0.3785997810218978,0.3774361481481133,0.6225638518518867
3933,tt0091178,Orion Pictures,2768003.0,,1.0,8033397.0,,8033397.0,,1.0,
3934,tt0228750,Warner Bros.,10207869.0,65000000.0,1.0,32598931.0,30162074.0,62761005.0,-0.0344460769230769,0.5194137824912141,0.4805862175087859
3935,tt0279889,Twentieth Century Fox,3553725.0,38000000.0,1.0,22771646.0,1745126.0,24516772.0,-0.3548217894736842,0.9288190957602412,0.0711809042397588
3937,tt1558250,International WO,2641.0,,1.0,30846.0,18582.0,49428.0,,0.6240592376790484,0.3759407623209517
3939,tt0117496,,,,2.0,,183886.0,183886.0,,,1.0
3941,tt0081505,Warner Bros.,622337.0,19000000.0,9.0,45634352.0,1643005.0,47277357.0,1.488281947368421,0.965247528536758,0.0347524714632419
3943,tt0756725,IFC Films,2918.0,,1.0,3911.0,,3911.0,,1.0,
3947,tt0898943,,,,1.0,,249884.0,249884.0,,,1.0
3948,tt0108265,Walt Disney Studios Motion Pictures,1967957.0,,1.0,5632086.0,,5632086.0,,1.0,
3950,tt1155076,Sony Pictures Entertainment (SPE),55665805.0,40000000.0,1.0,176591618.0,182534404.0,359126022.0,7.97815055,0.4917260437340294,0.5082739562659706
3952,tt1448755,Open Road Films (II),9352008.0,70000000.0,1.0,25124966.0,31959556.0,57084522.0,-0.1845068285714285,0.4401362246669946,0.5598637753330054
3955,tt0219965,Metro-Goldwyn-Mayer (MGM),13050700.0,75000000.0,1.0,41575141.0,26056762.0,67631903.0,-0.0982412933333333,0.614726765857823,0.3852732341421769
3956,tt0413895,Paramount Pictures,11457353.0,85000000.0,2.0,82985708.0,65978114.0,148963822.0,0.7525155529411764,0.5570863239532079,0.4429136760467921
3959,tt0486822,DreamWorks,22224982.0,20000000.0,1.0,80209692.0,37904528.0,118114220.0,4.905711,0.6790858204879988,0.3209141795120012
3960,tt0076070,Warner Bros.,,,1.0,26414658.0,,26414658.0,,1.0,
3962,tt0082406,Walt Disney Studios Motion Pictures,,,2.0,63456988.0,,63456988.0,,1.0,
3964,tt1366344,Twentieth Century Fox,9851435.0,25000000.0,1.0,30441326.0,4500862.0,34942188.0,0.39768752,0.8711911801287315,0.1288088198712685
3966,tt1023111,Summit Entertainment,8603195.0,20000000.0,1.0,24850922.0,16776509.0,41627431.0,1.08137155,0.5969842818308918,0.4030157181691082
3968,tt0102388,Metro-Goldwyn-Mayer (MGM),109935.0,,1.0,2853801.0,,2853801.0,,1.0,
3969,tt0412535,,,,3.0,,33026616.0,33026616.0,,,1.0
3970,tt0098282,TriStar Pictures,7098741.0,,1.0,46908987.0,,46908987.0,,1.0,
3972,tt1280558,,,,1.0,,3256911.0,3256911.0,,,1.0
3981,tt0265651,,,,7.0,,6200970.0,6200970.0,,,1.0
3988,tt0097125,Hemdale,2636091.0,,1.0,9974446.0,,9974446.0,,1.0,
3990,tt1956697,UTV Motion Pictures,87921.0,,1.0,204373.0,483263.0,687636.0,,0.2972110244373476,0.7027889755626523
3991,tt0384806,Metro-Goldwyn-Mayer (MGM),23507007.0,19000000.0,1.0,65233369.0,42283000.0,107516369.0,4.658756263157895,0.6067296506265013,0.3932703493734986
3995,tt0463034,Universal Pictures,21525560.0,54000000.0,1.0,75628110.0,55000793.0,130628903.0,1.4190537592592594,0.5789538782240252,0.4210461217759748
3998,tt0995829,Film Movement,3241.0,,1.0,48334.0,2680535.0,2728869.0,,0.0177120997746685,0.9822879002253314
4000,tt0159421,Sony Pictures Entertainment (SPE),3255033.0,26000000.0,1.0,11683047.0,,11683047.0,-0.5506520384615384,1.0,
4006,tt0098115,Orion Pictures,2914486.0,,1.0,18587135.0,,18587135.0,,1.0,
4008,tt0092991,De Laurentiis Entertainment Group (DEG),807260.0,,2.0,5923044.0,1377.0,5924421.0,,0.9997675722235136,0.0002324277764865
4009,tt1411704,Universal Pictures,37543710.0,63000000.0,2.0,108498305.0,75868840.0,184367145.0,1.926462619047619,0.5884904547391022,0.4115095452608978
4010,tt1418646,,,,2.0,,3440939.0,3440939.0,,,1.0
4012,tt0115571,Orion Pictures,4806763.0,,1.0,14063331.0,,14063331.0,,1.0,
4013,tt1243381,,,,1.0,,3836701.0,3836701.0,,,1.0
4018,tt0323443,,,,1.0,,1337433.0,1337433.0,,,1.0
4019,tt0084132,Metro-Goldwyn-Mayer (MGM),2326112.0,46000000.0,1.0,5200986.0,,5200986.0,-0.8869350869565218,1.0,
4021,tt0990407,Sony Pictures Entertainment (SPE),33526876.0,120000000.0,1.0,98780042.0,129037206.0,227817248.0,0.8984770666666667,0.4335933423267408,0.5664066576732593
4023,tt0483607,Rogue Pictures,4926565.0,,1.0,11008770.0,11463861.0,22472631.0,,0.489874550069371,0.5101254499306289
4025,tt0264761,Fox Searchligh,346999.0,1000000.0,1.0,7025722.0,2987702.0,10013424.0,9.013424,0.7016303314430709,0.2983696685569292
4026,tt1680019,,,,1.0,,681419.0,681419.0,,,1.0
4027,tt0109655,Fine Line Features,,,1.0,759393.0,,759393.0,,1.0,
4028,tt0109635,Warner Bros.,10068126.0,55000000.0,1.0,83015089.0,131000000.0,214015089.0,2.891183436363636,0.387893626509671,0.612106373490329
4029,tt0770802,Oscilloscope,76222.0,,1.0,2672413.0,1754031.0,4426444.0,,0.6037381247791681,0.3962618752208319
4030,tt1227762,,,,2.0,,30879.0,30879.0,,,1.0
4032,tt0100935,The Samuel Goldwyn Company,2913764.0,,3.0,14560247.0,3004.0,14563251.0,,0.9997937273758448,0.0002062726241551
4037,tt1114677,Walt Disney Studios Motion Pictures,32324487.0,,1.0,79576189.0,75969090.0,155545279.0,,0.5115950127936701,0.4884049872063298
4038,tt0469686,First Run,6060.0,,2.0,21504.0,6038.0,27542.0,,0.780771185825285,0.219228814174715
4039,tt0795368,Metro-Goldwyn-Mayer (MGM),1282973.0,9000000.0,1.0,8580428.0,38208985.0,46789413.0,4.198823666666667,0.1833839633765014,0.8166160366234986
4040,tt0116592,Lions Gate Films,10587.0,,1.0,20677.0,,20677.0,,1.0,
4043,tt0120533,Miramax,1588013.0,,1.0,5078660.0,,5078660.0,,1.0,
4045,tt1243957,Sony Pictures Entertainment (SPE),16472458.0,100000000.0,1.0,67631157.0,211149284.0,278780441.0,1.78780441,0.2425964919109945,0.7574035080890055
4046,tt0374271,Eros Worldwide,,,1.0,,2663172.0,2663172.0,,,1.0
4048,tt0869152,,,,2.0,,463890.0,463890.0,,,1.0
4049,tt0079437,Metro-Goldwyn-Mayer (MGM),376896.0,,1.0,1537125.0,,1537125.0,,1.0,
4050,tt0104291,Warner Bros.,5609875.0,,1.0,55956187.0,72000000.0,127956187.0,,0.4373073964762641,0.5626926035237358
4051,tt0231402,Paramount Pictures,7714362.0,,1.0,25635682.0,13802992.0,39438674.0,,0.6500137910316153,0.3499862089683846
4054,tt0144142,Miramax,11452.0,3000000.0,1.0,40361.0,,40361.0,-0.9865463333333332,1.0,
4055,tt0095963,TriStar Pictures,8133822.0,,1.0,34994648.0,,34994648.0,,1.0,
4056,tt0084504,Twentieth Century Fox,2528133.0,,1.0,7983086.0,,7983086.0,,1.0,
4057,tt0083296,Twentieth Century Fox,5250157.0,,1.0,13258670.0,,13258670.0,,1.0,
4059,tt0238829,N Wave Picture,,,2.0,8959784.0,15453310.0,24413094.0,,0.3670073117319746,0.6329926882680253
4063,tt0102299,Metro-Goldwyn-Mayer (MGM),,,1.0,133645.0,,133645.0,,1.0,
4064,tt1587411,,,,5.0,,391413.0,391413.0,,,1.0
4065,tt0222012,Eros Worldwide,169402.0,,1.0,274675.0,,274675.0,,1.0,
4067,tt0113755,Walt Disney Studios Motion Pictures,9473317.0,,1.0,40070995.0,,40070995.0,,1.0,
4068,tt0810834,,,,1.0,,486065.0,486065.0,,,1.0
4069,tt0076263,Milestone,26154.0,,2.0,404508.0,63952.0,468460.0,,0.8634846091448576,0.1365153908551424
4070,tt0097236,Vestron Pictures,2568963.0,,1.0,5552441.0,,5552441.0,,1.0,
4075,tt0387412,IFC Films,46359.0,,1.0,1222708.0,757736.0,1980444.0,,0.6173908477088976,0.3826091522911024
4076,tt0448134,Fox Searchligh,242964.0,,2.0,3675753.0,31131059.0,34806812.0,,0.1056044144462296,0.8943955855537703
4078,tt0089114,Paramount Pictures,3607340.0,,1.0,9873044.0,,9873044.0,,1.0,
4079,tt0117802,Miramax,74118.0,200000.0,1.0,4555020.0,,4555020.0,21.7751,1.0,
4081,tt0255212,Eros Worldwide,219434.0,,1.0,392076.0,,392076.0,,1.0,
4083,tt1532503,Focus Features,141340.0,3200000.0,1.0,5790894.0,8520807.0,14311701.0,3.4724065625,0.4046265360071455,0.5953734639928545
4085,tt0120772,Twentieth Century Fox,9725855.0,,1.0,29187243.0,17718646.0,46905889.0,,0.6222511420687497,0.3777488579312504
4088,tt0103112,TriStar Pictures,4182300.0,,1.0,15073942.0,,15073942.0,,1.0,
4092,tt0086973,Twentieth Century Fox,3437660.0,,1.0,18644570.0,,18644570.0,,1.0,
4093,tt0384504,Sony Pictures Classics,75104.0,,1.0,1187266.0,49252.0,1236518.0,,0.9601687965723104,0.0398312034276896
4096,tt1576440,Magnolia Pictures,2953.0,,1.0,7072.0,,7072.0,,1.0,
4099,tt0100404,Warner Bros.,11718981.0,,1.0,86303188.0,135000000.0,221303188.0,,0.3899771565875499,0.61002284341245
4100,tt0080472,Warner Bros.,3708710.0,,1.0,24265659.0,,24265659.0,,1.0,
4102,tt0299658,Miramax,2074929.0,45000000.0,1.0,170687518.0,136089214.0,306776732.0,5.817260711111111,0.556390039385386,0.443609960614614
4108,tt0436724,Lions Gate Films,1574787.0,,1.0,3336391.0,1310498.0,4646889.0,,0.717983795179958,0.2820162048200419
4112,tt0099460,Twentieth Century Fox,821626.0,,1.0,2346150.0,,2346150.0,,1.0,
4114,tt1446192,DreamWorks,23773465.0,145000000.0,1.0,103412758.0,203528912.0,306941670.0,1.116839103448276,0.3369133881365798,0.6630866118634202
4118,tt0469903,Universal Pictures,4562675.0,40000000.0,1.0,9793406.0,14718.0,9808124.0,-0.7547969,0.9984994072260912,0.0015005927739086
4119,tt0345551,TLA Releasing,57242.0,,1.0,834685.0,30343.0,865028.0,,0.9649225227391484,0.0350774772608516
4121,tt1097643,,,,8.0,,812872.0,812872.0,,,1.0
4123,tt0243155,Miramax,10733933.0,25000000.0,4.0,71543427.0,262729136.0,334272563.0,12.37090252,0.2140272188597183,0.7859727811402816
